datetime,regime_state_a
2024-02-09 03:38:00,1
2024-02-09 03:51:00,1
2024-02-09 03:58:00,1
2024-02-09 04:48:00,1
2024-02-09 04:49:00,1
2024-02-09 04:51:00,1
2024-02-09 04:57:00,1
2024-02-09 04:58:00,1
2024-02-09 05:35:00,1
2024-02-09 05:36:00,1
2024-02-09 05:50:00,1
2024-02-09 06:08:00,1
2024-02-09 06:09:00,1
2024-02-09 06:11:00,1
2024-02-09 06:13:00,1
2024-02-09 06:15:00,1
2024-02-09 06:18:00,1
2024-02-09 06:19:00,1
2024-02-09 06:22:00,1
2024-02-09 06:25:00,1
2024-02-09 06:27:00,1
2024-02-09 06:30:00,1
2024-02-09 06:32:00,1
2024-02-09 06:35:00,1
2024-02-09 06:38:00,1
2024-02-09 06:39:00,1
2024-02-09 06:43:00,1
2024-02-09 06:44:00,1
2024-02-09 06:50:00,1
2024-02-09 06:51:00,1
2024-02-09 06:52:00,1
2024-02-09 06:53:00,1
2024-02-09 06:54:00,1
2024-02-09 07:06:00,1
2024-02-09 07:10:00,1
2024-02-09 07:11:00,1
2024-02-09 07:16:00,1
2024-02-09 07:20:00,1
2024-02-09 07:29:00,1
2024-02-09 07:30:00,1
2024-02-09 07:31:00,1
2024-02-09 07:32:00,1
2024-02-09 07:33:00,1
2024-02-09 07:34:00,1
2024-02-09 07:35:00,0
2024-02-09 07:36:00,0
2024-02-09 07:37:00,-1
2024-02-09 07:39:00,-1
2024-02-09 07:40:00,-1
2024-02-09 07:43:00,-1
2024-02-09 07:44:00,-1
2024-02-09 07:45:00,-1
2024-02-09 07:46:00,-1
2024-02-09 07:47:00,-1
2024-02-09 07:49:00,-1
2024-02-09 07:51:00,-1
2024-02-09 07:52:00,-1
2024-02-09 07:53:00,-1
2024-02-09 07:54:00,-1
2024-02-09 07:56:00,-1
2024-02-09 07:57:00,-1
2024-02-09 07:58:00,-1
2024-02-09 07:59:00,-1
2024-02-09 08:00:00,-1
2024-02-09 08:01:00,-1
2024-02-09 08:02:00,-1
2024-02-09 08:03:00,-1
2024-02-09 08:04:00,-1
2024-02-09 08:06:00,-1
2024-02-09 08:07:00,-1
2024-02-09 08:10:00,0
2024-02-09 08:16:00,1
2024-02-09 08:17:00,0
2024-02-09 08:18:00,1
2024-02-09 08:20:00,1
2024-02-09 08:21:00,1
2024-02-09 08:22:00,1
2024-02-09 08:23:00,1
2024-02-09 08:24:00,1
2024-02-09 08:28:00,1
2024-02-09 08:31:00,1
2024-02-09 08:32:00,1
2024-02-09 08:33:00,1
2024-02-09 08:34:00,1
2024-02-09 08:35:00,1
2024-02-09 08:36:00,1
2024-02-09 08:38:00,-1
2024-02-09 08:39:00,0
2024-02-09 08:41:00,0
2024-02-09 08:44:00,0
2024-02-09 08:47:00,0
2024-02-09 08:54:00,-1
2024-02-09 08:55:00,-1
2024-02-09 09:02:00,-1
2024-02-09 09:03:00,-1
2024-02-09 09:04:00,-1
2024-02-09 09:05:00,-1
2024-02-09 09:06:00,-1
2024-02-09 09:07:00,-1
2024-02-09 09:08:00,-1
2024-02-09 09:09:00,-1
2024-02-09 09:13:00,-1
2024-02-09 09:16:00,-1
2024-02-09 09:22:00,-1
2024-02-09 09:26:00,-1
